Approved Symbol	Approved Name	Previous Symbols	Synonyms	Entrez Gene ID	UniProt ID(supplied by UniProt)
LINC01917	long intergenic non-protein coding RNA 1917			101928167	
LINC01918	long intergenic non-protein coding RNA 1918			105373984	
LINC01919	long intergenic non-protein coding RNA 1919			102724651	
LINC01920	long intergenic non-protein coding RNA 1920			101929260	
LINC01921	long intergenic non-protein coding RNA 1921			101928327	
LINC01922	long intergenic non-protein coding RNA 1922			101927606	
LINC01923	long intergenic non-protein coding RNA 1923			101927619	
LINC01924	long intergenic non-protein coding RNA 1924			284294	
LINC01925	long intergenic non-protein coding RNA 1925			105376854	
LINC01926	long intergenic non-protein coding RNA 1926			105372147	
LINC01927	long intergenic non-protein coding RNA 1927			101927651	
LINC01928	long intergenic non-protein coding RNA 1928			105371994	
LINC01929	long intergenic non-protein coding RNA 1929			101927229	
LINC01930	long intergenic non-protein coding RNA 1930		EU358092		
LINC01931	long intergenic non-protein coding RNA 1931			150596	
LINC01932	long intergenic non-protein coding RNA 1932			105377682	
LINC01933	long intergenic non-protein coding RNA 1933			101927115	
LINC01934	long intergenic non-protein coding RNA 1934			101927156	
LINC01935	long intergenic non-protein coding RNA 1935			105373519	
LINC01936	long intergenic non-protein coding RNA 1936			285043	
LINC01937	long intergenic non-protein coding RNA 1937			105373962	
LINC01938	long intergenic non-protein coding RNA 1938			105377701	
LINC01939	long intergenic non-protein coding RNA 1939			101060385	
LINC01940	long intergenic non-protein coding RNA 1940			401039	
LINC01941	long intergenic non-protein coding RNA 1941			105373600	
LINC01942	long intergenic non-protein coding RNA 1942			105377736	
LINC01943	long intergenic non-protein coding RNA 1943			101928173	
LINC01944	long intergenic non-protein coding RNA 1944			105377728	
LINC01945	long intergenic non-protein coding RNA 1945			101928067	
LINC01946	long intergenic non-protein coding RNA 1946			105374449	
LINC01947	long intergenic non-protein coding RNA 1947			102557615	
LINC01948	long intergenic non-protein coding RNA 1948			102467147	
LINC01949	long intergenic non-protein coding RNA 1949			55338	
LINC01950	long intergenic non-protein coding RNA 1950			102467213	
LINC01951	long intergenic non-protein coding RNA 1951			441116	
LINC01952	long intergenic non-protein coding RNA 1952		AC004854.4	105375261	
LINC01953	long intergenic non-protein coding RNA 1953			105373863	
LINC01954	long intergenic non-protein coding RNA 1954			101929733	
LINC01955	long intergenic non-protein coding RNA 1955			105374847	
LINC01956	long intergenic non-protein coding RNA 1956			107985816	
LINC01957	long intergenic non-protein coding RNA 1957			101927059	
LINC01958	long intergenic non-protein coding RNA 1958			105373708	
LINC01959	long intergenic non-protein coding RNA 1959			340074	
LINC01960	long intergenic non-protein coding RNA 1960			100128905	
LINC01961	long intergenic non-protein coding RNA 1961			101927424	
LINC01962	long intergenic non-protein coding RNA 1962			102577426	
LINC01963	long intergenic non-protein coding RNA 1963		DKFZp434H1419	150967	
LINC01964	long intergenic non-protein coding RNA 1964			100996478	
LINC01965	long intergenic non-protein coding RNA 1965			107985928	
LINC01966	long intergenic non-protein coding RNA 1966			105373662	
LINC01967	long intergenic non-protein coding RNA 1967			107986041	
LINC01968	long intergenic non-protein coding RNA 1968			100507391	
LINC01969	long intergenic non-protein coding RNA 1969			101927230	
LINC01970	long intergenic non-protein coding RNA 1970			101929511	
LINC01971	long intergenic non-protein coding RNA 1971			105371927	
LINC01972	long intergenic non-protein coding RNA 1972			105374293	
LINC01973	long intergenic non-protein coding RNA 1973			400624	
LINC01974	long intergenic non-protein coding RNA 1974			105371798	
LINC01975	long intergenic non-protein coding RNA 1975			105371496	
LINC01976	long intergenic non-protein coding RNA 1976			107546764	
LINC01977	long intergenic non-protein coding RNA 1977			105371919	
LINC01978	long intergenic non-protein coding RNA 1978			101928738	
LINC01979	long intergenic non-protein coding RNA 1979			101928766	
LINC01980	long intergenic non-protein coding RNA 1980			105377007	
LINC01981	long intergenic non-protein coding RNA 1981			100996624	
LINC01982	long intergenic non-protein coding RNA 1982			105371830	
LINC01983	long intergenic non-protein coding RNA 1983			101929697	
LINC01984	long intergenic non-protein coding RNA 1984			107987252	
LINC01985	long intergenic non-protein coding RNA 1985			101928015	
LINC01986	long intergenic non-protein coding RNA 1986			102723448	
LINC01987	long intergenic non-protein coding RNA 1987			100132174	
LINC01988	long intergenic non-protein coding RNA 1988			100506319	
LINC01989	long intergenic non-protein coding RNA 1989			101927239	
LINC01990	long intergenic non-protein coding RNA 1990			101929607	
LINC01991	long intergenic non-protein coding RNA 1991			105374266	
LINC01992	long intergenic non-protein coding RNA 1992			105371708	
LINC01993	long intergenic non-protein coding RNA 1993			100996291	
LINC01994	long intergenic non-protein coding RNA 1994			401103	
LINC01995	long intergenic non-protein coding RNA 1995			105374244	
LINC01996	long intergenic non-protein coding RNA 1996			400568	
LINC01997	long intergenic non-protein coding RNA 1997			105374201	
LINC01998	long intergenic non-protein coding RNA 1998			107986046	
LINC01999	long intergenic non-protein coding RNA 1999			388406	
LINC02000	long intergenic non-protein coding RNA 2000			100507210	
LINC02001	long intergenic non-protein coding RNA 2001		RP11-1094M14.11	105371743	
LINC02002	long intergenic non-protein coding RNA 2002			105371595	
LINC02003	long intergenic non-protein coding RNA 2003			146795	
LINC02004	long intergenic non-protein coding RNA 2004			105374119	
LINC02005	long intergenic non-protein coding RNA 2005			105377165	
LINC02006	long intergenic non-protein coding RNA 2006			105374165	
LINC02008	long intergenic non-protein coding RNA 2008			105377180	
LINC02009	long intergenic non-protein coding RNA 2009			105377068	
LINC02010	long intergenic non-protein coding RNA 2010			101927866	
LINC02011	long intergenic non-protein coding RNA 2011		FLJ31836	152274	
LINC02012	long intergenic non-protein coding RNA 2012			100129516	
LINC02013	long intergenic non-protein coding RNA 2013			105374272	
LINC02014	long intergenic non-protein coding RNA 2014			105374105	
LINC02015	long intergenic non-protein coding RNA 2015			102724550	
LINC02016	long intergenic non-protein coding RNA 2016			101927123	
LINC02017	long intergenic non-protein coding RNA 2017			105377096	
LINC02018	long intergenic non-protein coding RNA 2018			107986100	
LINC02019	long intergenic non-protein coding RNA 2019			107986085	
LINC02020	long intergenic non-protein coding RNA 2020			107986164	
LINC02021	long intergenic non-protein coding RNA 2021			105374104	
LINC02022	long intergenic non-protein coding RNA 2022			105376955	
LINC02023	long intergenic non-protein coding RNA 2023			101928405	
LINC02024	long intergenic non-protein coding RNA 2024			105374057	
LINC02025	long intergenic non-protein coding RNA 2025			105377192	
LINC02026	long intergenic non-protein coding RNA 2026			647323	
LINC02027	long intergenic non-protein coding RNA 2027			728290	
LINC02028	long intergenic non-protein coding RNA 2028			285389	
LINC02029	long intergenic non-protein coding RNA 2029			105374177	
LINC02030	long intergenic non-protein coding RNA 2030			105377098	
LINC02031	long intergenic non-protein coding RNA 2031			102724617	
LINC02032	long intergenic non-protein coding RNA 2032			100507461	
LINC02033	long intergenic non-protein coding RNA 2033			105377031	
LINC02034	long intergenic non-protein coding RNA 2034			107986125	
LINC02035	long intergenic non-protein coding RNA 2035			100129550	
LINC02036	long intergenic non-protein coding RNA 2036			100505920	
LINC02037	long intergenic non-protein coding RNA 2037			101929337	
LINC02038	long intergenic non-protein coding RNA 2038			105374285	
LINC02039	long intergenic non-protein coding RNA 2039			102546228	
LINC02040	long intergenic non-protein coding RNA 2040			102724763	
LINC02041	long intergenic non-protein coding RNA 2041			105374261	
LINC02042	long intergenic non-protein coding RNA 2042			101929694	
LINC02043	long intergenic non-protein coding RNA 2043			102724699	
LINC02044	long intergenic non-protein coding RNA 2044			101929717	
LINC02045	long intergenic non-protein coding RNA 2045			105374146	
LINC02046	long intergenic non-protein coding RNA 2046			105374149	
LINC02047	long intergenic non-protein coding RNA 2047			101927346	
LINC02048	long intergenic non-protein coding RNA 2048			105374289	
LINC02049	long intergenic non-protein coding RNA 2049			101926983	
LINC02050	long intergenic non-protein coding RNA 2050			105377175	
LINC02051	long intergenic non-protein coding RNA 2051			107986165	
LINC02052	long intergenic non-protein coding RNA 2052			253573	
LINC02053	long intergenic non-protein coding RNA 2053			100505609	
LINC02054	long intergenic non-protein coding RNA 2054			105374250	
LINC02055	long intergenic non-protein coding RNA 2055		RP1130-1	107986980	
LINC02056	long intergenic non-protein coding RNA 2056			102477328	
LINC02057	long intergenic non-protein coding RNA 2057			105378992	
LINC02058	long intergenic non-protein coding RNA 2058			107984117	
LINC02059	long intergenic non-protein coding RNA 2059			100505878	
LINC02060	long intergenic non-protein coding RNA 2060			102546226	
LINC02061	long intergenic non-protein coding RNA 2061			105374714	
LINC02062	long intergenic non-protein coding RNA 2062			102724810	
LINC02063	long intergenic non-protein coding RNA 2063			105374627	
LINC02064	long intergenic non-protein coding RNA 2064			101929681	
LINC02065	long intergenic non-protein coding RNA 2065			101928741	
LINC02066	long intergenic non-protein coding RNA 2066			105374158	
LINC02067	long intergenic non-protein coding RNA 2067			101243545	
LINC02068	long intergenic non-protein coding RNA 2068			105374219	
LINC02069	long intergenic non-protein coding RNA 2069			101928992	
LINC02070	long intergenic non-protein coding RNA 2070			101927494	
LINC02071	long intergenic non-protein coding RNA 2071			101927274	
LINC02072	long intergenic non-protein coding RNA 2072			440446	
LINC02073	long intergenic non-protein coding RNA 2073			105371828	
LINC02074	long intergenic non-protein coding RNA 2074			102723567	
LINC02075	long intergenic non-protein coding RNA 2075			101927207	
LINC02076	long intergenic non-protein coding RNA 2076		FLJ35934	400579	
LINC02077	long intergenic non-protein coding RNA 2077			105377172	
LINC02078	long intergenic non-protein coding RNA 2078		HP09025	100652929	
LINC02079	long intergenic non-protein coding RNA 2079			105371766	
LINC02080	long intergenic non-protein coding RNA 2080		FLJ30938	101928514	
LINC02081	long intergenic non-protein coding RNA 2081		CTD-2357A8.3, XLOC_012582	101928710	
LINC02082	long intergenic non-protein coding RNA 2082			100507661	
LINC02083	long intergenic non-protein coding RNA 2083			107986147	
LINC02084	long intergenic non-protein coding RNA 2084			105377006	
LINC02085	long intergenic non-protein coding RNA 2085			152225	
LINC02086	long intergenic non-protein coding RNA 2086			105371809	
LINC02087	long intergenic non-protein coding RNA 2087			101928567	
LINC02088	long intergenic non-protein coding RNA 2088			105371582	
LINC02089	long intergenic non-protein coding RNA 2089			105371831	
LINC02090	long intergenic non-protein coding RNA 2090			105371562	
LINC02091	long intergenic non-protein coding RNA 2091			100506371	
LINC02092	long intergenic non-protein coding RNA 2092			400620	
LINC02093	long intergenic non-protein coding RNA 2093			105371541	
LINC02094	long intergenic non-protein coding RNA 2094			107984995	
LINC02095	long intergenic non-protein coding RNA 2095			102723505	
LINC02096	long intergenic non-protein coding RNA 2096			107984977	
LINC02097	long intergenic non-protein coding RNA 2097			101928205	
LINC02098	long intergenic non-protein coding RNA 2098		RP11-702B10.1	105369564	
LINC02099	long intergenic non-protein coding RNA 2099		AC145110.1	101929450	
LINC02100	long intergenic non-protein coding RNA 2100			107986408	
LINC02101	long intergenic non-protein coding RNA 2101			101928569	
LINC02102	long intergenic non-protein coding RNA 2102			100505625	
LINC02103	long intergenic non-protein coding RNA 2103			105374698	
LINC02104	long intergenic non-protein coding RNA 2104			101926940	
LINC02105	long intergenic non-protein coding RNA 2105			105378966	
LINC02106	long intergenic non-protein coding RNA 2106			100287592	
LINC02107	long intergenic non-protein coding RNA 2107			105374731	
LINC02108	long intergenic non-protein coding RNA 2108			101928600	
LINC02109	long intergenic non-protein coding RNA 2109			101929660	
LINC02110	long intergenic non-protein coding RNA 2110			105374729	
LINC02111	long intergenic non-protein coding RNA 2111			401177	
LINC02112	long intergenic non-protein coding RNA 2112			285692	
LINC02113	long intergenic non-protein coding RNA 2113			102724855	
LINC02114	long intergenic non-protein coding RNA 2114			101929153	
LINC02115	long intergenic non-protein coding RNA 2115			102467212	
LINC02116	long intergenic non-protein coding RNA 2116			101929034	
LINC02117	long intergenic non-protein coding RNA 2117			105374728	
LINC02118	long intergenic non-protein coding RNA 2118			105378960	
LINC02119	long intergenic non-protein coding RNA 2119			101929745	
LINC02120	long intergenic non-protein coding RNA 2120			340113	
LINC02121	long intergenic non-protein coding RNA 2121			105374631	
LINC02122	long intergenic non-protein coding RNA 2122			105379036	
LINC02123	long intergenic non-protein coding RNA 2123			101929261	
LINC02124	long intergenic non-protein coding RNA 2124			105371048	
LINC02125	long intergenic non-protein coding RNA 2125			101928203	
LINC02126	long intergenic non-protein coding RNA 2126			101927650	
LINC02127	long intergenic non-protein coding RNA 2127			101927334	
LINC02128	long intergenic non-protein coding RNA 2128			107983964	
LINC02129	long intergenic non-protein coding RNA 2129			105371156	
LINC02130	long intergenic non-protein coding RNA 2130			105447648	
LINC02131	long intergenic non-protein coding RNA 2131			105371350	
LINC02132	long intergenic non-protein coding RNA 2132			107984811	
LINC02133	long intergenic non-protein coding RNA 2133			101927132	
LINC02134	long intergenic non-protein coding RNA 2134			105371238	
LINC02135	long intergenic non-protein coding RNA 2135			146513	
LINC02136	long intergenic non-protein coding RNA 2136			105371333	
LINC02137	long intergenic non-protein coding RNA 2137			105371295	
LINC02138	long intergenic non-protein coding RNA 2138			400558	
LINC02139	long intergenic non-protein coding RNA 2139			400548	
LINC02140	long intergenic non-protein coding RNA 2140			100996345	
LINC02141	long intergenic non-protein coding RNA 2141			101927580	
LINC02142	long intergenic non-protein coding RNA 2142			105374644	
LINC02143	long intergenic non-protein coding RNA 2143			101927835	
LINC02144	long intergenic non-protein coding RNA 2144			105379069	
LINC02145	long intergenic non-protein coding RNA 2145			401172	
LINC02146	long intergenic non-protein coding RNA 2146			105374677	
LINC02147	long intergenic non-protein coding RNA 2147			102467224	
LINC02148	long intergenic non-protein coding RNA 2148			100505811	
LINC02149	long intergenic non-protein coding RNA 2149			101929454	
LINC02150	long intergenic non-protein coding RNA 2150			101929505	
LINC02151	long intergenic non-protein coding RNA 2151		TCONS_00019174		
LINC02152	long intergenic non-protein coding RNA 2152		ENST00000566208	105371071	
LINC02153	long intergenic non-protein coding RNA 2153		ENST00000517573	286114	
LINC02154	long intergenic non-protein coding RNA 2154		GS1-600G8.5		
LINC02155	long intergenic non-protein coding RNA 2155		RP11-705O24.1		
LINC02156	long intergenic non-protein coding RNA 2156		RP1-90J4.1		
LINC02157	long intergenic non-protein coding RNA 2157		RP11-327J17.1		
LINC02158	long intergenic non-protein coding RNA 2158			729083	
LINC02159	long intergenic non-protein coding RNA 2159			285629	
LINC02160	long intergenic non-protein coding RNA 2160			105374716	
LINC02161	long intergenic non-protein coding RNA 2161			105379076	
LINC02162	long intergenic non-protein coding RNA 2162			105374624	
LINC02163	long intergenic non-protein coding RNA 2163			107986389	
LINC02164	long intergenic non-protein coding RNA 2164			105371066	
LINC02165	long intergenic non-protein coding RNA 2165			101927629	
LINC02166	long intergenic non-protein coding RNA 2166			105371416	
LINC02167	long intergenic non-protein coding RNA 2167		FLJ26245	400533	
LINC02168	long intergenic non-protein coding RNA 2168			105371252	
LINC02169	long intergenic non-protein coding RNA 2169			100996338	
LINC02170	long intergenic non-protein coding RNA 2170		PRCAT47	100996425	
LINC02171	long intergenic non-protein coding RNA 2171			100133461	
LINC02172	long intergenic non-protein coding RNA 2172			105377443	
LINC02173	long intergenic non-protein coding RNA 2173			105377355	
LINC02174	long intergenic non-protein coding RNA 2174			105377536	
LINC02175	long intergenic non-protein coding RNA 2175			283887	
LINC02176	long intergenic non-protein coding RNA 2176			105371379	
LINC02177	long intergenic non-protein coding RNA 2177			101927009	
LINC02178	long intergenic non-protein coding RNA 2178			105371248	
LINC02179	long intergenic non-protein coding RNA 2179		RP11-189E14.4	101927228	
LINC02180	long intergenic non-protein coding RNA 2180			102467079	
LINC02181	long intergenic non-protein coding RNA 2181			440390	
LINC02182	long intergenic non-protein coding RNA 2182			101928880	
LINC02183	long intergenic non-protein coding RNA 2183			105371273	
LINC02184	long intergenic non-protein coding RNA 2184			100505948	
LINC02185	long intergenic non-protein coding RNA 2185			101927311	
LINC02186	long intergenic non-protein coding RNA 2186			101927348	
LINC02187	long intergenic non-protein coding RNA 2187			102724940	
LINC02188	long intergenic non-protein coding RNA 2188			102724344	
LINC02189	long intergenic non-protein coding RNA 2189			101928614	
LINC02190	long intergenic non-protein coding RNA 2190			105371173	
LINC02191	long intergenic non-protein coding RNA 2191			105371146	
LINC02192	long intergenic non-protein coding RNA 2192			100507534	
LINC02193	long intergenic non-protein coding RNA 2193			105371423	
LINC2194	long intergenic non-protein coding RNA 2194			105371142	
LINC02195	long intergenic non-protein coding RNA 2195			105371152	
LINC02196	long intergenic non-protein coding RNA 2196			107986402	
LINC02197	long intergenic non-protein coding RNA 2197			102724392	
LINC02198	long intergenic non-protein coding RNA 2198			101928885	
LINC02199	long intergenic non-protein coding RNA 2199			101929284	
LINC02200	long intergenic non-protein coding RNA 2200			102467214	
LINC02201	long intergenic non-protein coding RNA 2201			101927379	
LINC02202	long intergenic non-protein coding RNA 2202			101927740	
LINC02203	long intergenic non-protein coding RNA 2203			727924	
LINC02204	long intergenic non-protein coding RNA 2204			101929151	
LINC02205	long intergenic non-protein coding RNA 2205			105370880	
LINC02206	long intergenic non-protein coding RNA 2206			102723481	
LINC02207	long intergenic non-protein coding RNA 2207			101927153	
LINC02208	long intergenic non-protein coding RNA 2208		HRAT56	101927280	
LINC02209	long intergenic non-protein coding RNA 2209	FAM183CP		286135	
LINC02210	long intergenic non-protein coding RNA 2210	C17orf69, CRHR1-IT1	FLJ25168	147081	Q96LR1
LINC02210-CRHR1	LINC02210-CRHR1 readthrough			104909134	
LINC02211	long intergenic non-protein coding RNA 2211			105374693	
LINC02212	long intergenic non-protein coding RNA 2212			101929412	
LINC02213	long intergenic non-protein coding RNA 2213			389273	
LINC02214	long intergenic non-protein coding RNA 2214			102467223	
LINC02215	long intergenic non-protein coding RNA 2215			102467225	
LINC02216	long intergenic non-protein coding RNA 2216			105379141	
LINC02217	long intergenic non-protein coding RNA 2217			101929544	
LINC02218	long intergenic non-protein coding RNA 2218			102723526	
LINC02219	long intergenic non-protein coding RNA 2219			102467655	
LINC02220	long intergenic non-protein coding RNA 2220			105374658	
LINC02221	long intergenic non-protein coding RNA 2221			105374648	
LINC02222	long intergenic non-protein coding RNA 2222			105377765	
LINC02223	long intergenic non-protein coding RNA 2223			646241	
LINC02224	long intergenic non-protein coding RNA 2224		BRCAT107, ENST00000505706	102723839	
LINC02225	long intergenic non-protein coding RNA 2225			101928539	
LINC02226	long intergenic non-protein coding RNA 2226			729506	
LINC02227	long intergenic non-protein coding RNA 2227			101927697	
LINC02228	long intergenic non-protein coding RNA 2228			105374694	
LINC02229	long intergenic non-protein coding RNA 2229			101928769	
LINC02230	long intergenic non-protein coding RNA 2230			105379033	
LINC02231	long intergenic non-protein coding RNA 2231		RP11-766N7.4		
LINC02232	long intergenic non-protein coding RNA 2232		RP11-707A18.1	401134	
LINC02233	long intergenic non-protein coding RNA 2233		RP11-6C14.1		
LINC02234	long intergenic non-protein coding RNA 2234		RP11-455B3.1		
LINC02235	long intergenic non-protein coding RNA 2235		RP11-354A14.1		
LINC02236	long intergenic non-protein coding RNA 2236		RP11-332J15.1		
LINC02237	long intergenic non-protein coding RNA 2237		RP11-1101K5.1		
LINC02238	long intergenic non-protein coding RNA 2238		RP4-788P17.1		
LINC02239	long intergenic non-protein coding RNA 2239			340107	
LINC02240	long intergenic non-protein coding RNA 2240			101927460	
LINC02241	long intergenic non-protein coding RNA 2241			105374676	
LINC02242	long intergenic non-protein coding RNA 2242			105379006	
LINC02243	long intergenic non-protein coding RNA 2243		ENST00000441841	340581	
LINC02245	long intergenic non-protein coding RNA 2245		lnc-SERTAD2-3	400958	
LINC02246	long intergenic non-protein coding RNA 2246		ENST00000418954		
LINC02247	long intergenic non-protein coding RNA 2247		ENST00000417135	105376310	
LINC02248	long intergenic non-protein coding RNA 2248			107984780	
LINC02249	long intergenic non-protein coding RNA 2249		DKFZp434L187	26082	
LINC02250	long intergenic non-protein coding RNA 2250		TCONS_00023273	105370737	
LINC02251	long intergenic non-protein coding RNA 2251			105371008	
LINC02252	long intergenic non-protein coding RNA 2252			105370762	
LINC02253	long intergenic non-protein coding RNA 2253			107984764	
LINC02254	long intergenic non-protein coding RNA 2254			101927286	
LINC02255	long intergenic non-protein coding RNA 2255			105370894	
LINC02256	long intergenic non-protein coding RNA 2256			100996255	
LINC02257	long intergenic non-protein coding RNA 2257				
LINC02258	long intergenic non-protein coding RNA 2258		RP11-248E9.5		
LINC02259	long intergenic non-protein coding RNA 2259			102723640	
LINC02260	long intergenic non-protein coding RNA 2260			339978	
LINC02261	long intergenic non-protein coding RNA 2261			101929199	
LINC02262	long intergenic non-protein coding RNA 2262			105377389	
LINC02263	long intergenic non-protein coding RNA 2263			105377390	
LINC02264	long intergenic non-protein coding RNA 2264			105377391	
LINC02265	long intergenic non-protein coding RNA 2265			101060498	
LINC02266	long intergenic non-protein coding RNA 2266			105377466	
LINC02267	long intergenic non-protein coding RNA 2267			105377338	
LINC02268	long intergenic non-protein coding RNA 2268			101928509	
LINC02269	long intergenic non-protein coding RNA 2269			101928478	
LINC02270	long intergenic non-protein coding RNA 2270			101929019	
LINC02271	long intergenic non-protein coding RNA 2271			105377249	
LINC02272	long intergenic non-protein coding RNA 2272			107986322	
LINC02273	long intergenic non-protein coding RNA 2273			100996286	
LINC02274	long intergenic non-protein coding RNA 2274			100506498	
LINC02275	long intergenic non-protein coding RNA 2275			100506085	
LINC02276	long intergenic non-protein coding RNA 2276			105377456	
LINC02277	long intergenic non-protein coding RNA 2277			107984027	
LINC02278	long intergenic non-protein coding RNA 2278			105374411	
LINC02279	long intergenic non-protein coding RNA 2279			107984637	
LINC02280	long intergenic non-protein coding RNA 2280			101929634	
LINC02281	long intergenic non-protein coding RNA 2281			105370423	
LINC02282	long intergenic non-protein coding RNA 2282			105370424	
LINC02283	long intergenic non-protein coding RNA 2283			105377656	
LINC02284	long intergenic non-protein coding RNA 2284			102723699	
LINC02285	long intergenic non-protein coding RNA 2285			101929422	
LINC02286	long intergenic non-protein coding RNA 2286			105370414	
LINC02287	long intergenic non-protein coding RNA 2287			101929002	
LINC02288	long intergenic non-protein coding RNA 2288			283575	
LINC02289	long intergenic non-protein coding RNA 2289			102724190	
LINC02290	long intergenic non-protein coding RNA 2290			105370540	
LINC02291	long intergenic non-protein coding RNA 2291			100129345	
LINC02292	long intergenic non-protein coding RNA 2292			101929080	
LINC02293	long intergenic non-protein coding RNA 2293			102724890	
LINC02294	long intergenic non-protein coding RNA 2294			101927062	
LINC02295	long intergenic non-protein coding RNA 2295			105370652	
LINC02296	long intergenic non-protein coding RNA 2296			105370610	
LINC02297	long intergenic non-protein coding RNA 2297			642426	
LINC02298	long intergenic non-protein coding RNA 2298			102723354	
LINC02299	long intergenic non-protein coding RNA 2299			105370646	
LINC02300	long intergenic non-protein coding RNA 2300			105370422	
LINC02301	long intergenic non-protein coding RNA 2301			101928599	
LINC02302	long intergenic non-protein coding RNA 2302			101927351	
LINC02303	long intergenic non-protein coding RNA 2303			105370479	
LINC02304	long intergenic non-protein coding RNA 2304			105370648	
LINC02305	long intergenic non-protein coding RNA 2305			102724338	
LINC02306	long intergenic non-protein coding RNA 2306			107984700	
LINC02307	long intergenic non-protein coding RNA 2307			105370471	
LINC02308	long intergenic non-protein coding RNA 2308			100506700	
LINC02309	long intergenic non-protein coding RNA 2309			105370607	
LINC02310	long intergenic non-protein coding RNA 2310			105370496	
LINC02311	long intergenic non-protein coding RNA 2311			102724294	
LINC02312	long intergenic non-protein coding RNA 2312			100132612	
LINC02313	long intergenic non-protein coding RNA 2313			105370439	
LINC02314	long intergenic non-protein coding RNA 2314			100507277	
LINC02315	long intergenic non-protein coding RNA 2315			644919	
LINC02316	long intergenic non-protein coding RNA 2316			102724380	
LINC02317	long intergenic non-protein coding RNA 2317			101930294	
LINC02318	long intergenic non-protein coding RNA 2318			100506999	
LINC02319	long intergenic non-protein coding RNA 2319			105370498	
LINC02320	long intergenic non-protein coding RNA 2320			105370676	
LINC02321	long intergenic non-protein coding RNA 2321			105370623	
LINC02322	long intergenic non-protein coding RNA 2322			101927729	
LINC02323	long intergenic non-protein coding RNA 2323			105370681	
LINC02324	long intergenic non-protein coding RNA 2324			100128233	
LINC02325	long intergenic non-protein coding RNA 2325			101929241	
LINC02326	long intergenic non-protein coding RNA 2326			105370425	
LINC02327	long intergenic non-protein coding RNA 2327			102724917	
LINC02328	long intergenic non-protein coding RNA 2328			101928767	
LINC02329	long intergenic non-protein coding RNA 2329			105370605	
LINC02330	long intergenic non-protein coding RNA 2330			105370611	
LINC02331	long intergenic non-protein coding RNA 2331			105370503	
LINC02332	long intergenic non-protein coding RNA 2332			105370400	
LINC02333	long intergenic non-protein coding RNA 2333			103191607	
LINC02334	long intergenic non-protein coding RNA 2334			101929077	
LINC02335	long intergenic non-protein coding RNA 2335			107984565	
LINC02336	long intergenic non-protein coding RNA 2336			105370309	
LINC02337	long intergenic non-protein coding RNA 2337			105370369	
LINC02338	long intergenic non-protein coding RNA 2338			101926897	
LINC02339	long intergenic non-protein coding RNA 2339			101926951	
LINC02340	long intergenic non-protein coding RNA 2340			105370125	
LINC02341	long intergenic non-protein coding RNA 2341			105370177	
LINC02342	long intergenic non-protein coding RNA 2342			105370253	
LINC02343	long intergenic non-protein coding RNA 2343			105370158	
LINC02344	long intergenic non-protein coding RNA 2344			105370154	
LINC02345	long intergenic non-protein coding RNA 2345			101928227	
LINC02346	long intergenic non-protein coding RNA 2346			100128714	
LINC02347	long intergenic non-protein coding RNA 2347			100128554	
LINC02348	long intergenic non-protein coding RNA 2348			101927505	
LINC02349	long intergenic non-protein coding RNA 2349			100506530	
LINC02350	long intergenic non-protein coding RNA 2350			105370059	
LINC02351	long intergenic non-protein coding RNA 2351			105371011	
LINC02352	long intergenic non-protein coding RNA 2352			102725022	
LINC02353	long intergenic non-protein coding RNA 2353			101927363	
LINC02354	long intergenic non-protein coding RNA 2354			107984503	
LINC02355	long intergenic non-protein coding RNA 2355			101927849	
LINC02356	long intergenic non-protein coding RNA 2356			105369984	
LINC02357	long intergenic non-protein coding RNA 2357			105374540	
LINC02358	long intergenic non-protein coding RNA 2358			107986226	
LINC02359	long intergenic non-protein coding RNA 2359			101927464	
LINC02360	long intergenic non-protein coding RNA 2360			105374484	
LINC02361	long intergenic non-protein coding RNA 2361			100996246	
LINC02362	long intergenic non-protein coding RNA 2362			102723766	
LINC02363	long intergenic non-protein coding RNA 2363			728175	
LINC02364	long intergenic non-protein coding RNA 2364			102723764	
LINC02365	long intergenic non-protein coding RNA 2365		LVCAT8	105377586	
LINC02366	long intergenic non-protein coding RNA 2366			101928162	
LINC02367	long intergenic non-protein coding RNA 2367			101930452	
LINC02368	long intergenic non-protein coding RNA 2368			101927694	
LINC02369	long intergenic non-protein coding RNA 2369			100996679	
LINC02370	long intergenic non-protein coding RNA 2370			338797	
LINC02371	long intergenic non-protein coding RNA 2371			107984539	
LINC02372	long intergenic non-protein coding RNA 2372			440117	
LINC02373	long intergenic non-protein coding RNA 2373			105369822	
LINC02374	long intergenic non-protein coding RNA 2374			105377600	
LINC02375	long intergenic non-protein coding RNA 2375			101927616	
LINC02376	long intergenic non-protein coding RNA 2376			105370065	
LINC02377	long intergenic non-protein coding RNA 2377			105377424	
LINC02378	long intergenic non-protein coding RNA 2378			105369678	
LINC02379	long intergenic non-protein coding RNA 2379			101927109	
LINC02380	long intergenic non-protein coding RNA 2380			101928851	
LINC02381	long intergenic non-protein coding RNA 2381			400043	
LINC02382	long intergenic non-protein coding RNA 2382			100506107	
LINC02383	long intergenic non-protein coding RNA 2383			105374436	
LINC02384	long intergenic non-protein coding RNA 2384			100507195	
LINC02385	long intergenic non-protein coding RNA 2385			105369948	
LINC02386	long intergenic non-protein coding RNA 2386			105369717	
LINC02387	long intergenic non-protein coding RNA 2387			101929027	
